pmid,year,title,journal,doi,first_author,n_authors,authors_full,theme,themes_all,pub_types,screen_decision,exclusion_reason,abstract
17885261,2007,Dysphagia bedside screening for acute-stroke patients: the Gugging Swallowing Screen.,Stroke,10.1161/STROKEAHA.107.483933,"Trapl, M.",7,"Trapl, M.; Enderle, P.; Nowotny, M.; Teuschl, Y.; Matz, K.; Dachenhausen, A.; Brainin, M.",T3 Inter-observer variability in endoscopy,T3 Inter-observer variability in endoscopy,Journal Article; Validation Study,include,,"Acute-onset dysphagia after stroke is frequently associated with an increased risk of aspiration pneumonia. Because most screening tools are complex and biased toward fluid swallowing, we developed a simple, stepwise bedside screen that allows a graded rating with separate evaluations for nonfluid and fluid nutrition starting with nonfluid textures. The Gugging Swallowing Screen (GUSS) aims at reducing the risk of aspiration during the test to a minimum; it assesses the severity of aspiration risk and recommends a special diet accordingly. Fifty acute-stroke patients were assessed prospectively. The validity of the GUSS was established by fiberoptic endoscopic evaluation of swallowing. For interrater reliability, 2 independent therapists evaluated 20 patients within a 2-hour period. For external validity, another group of 30 patients was tested by stroke nurses. For content validity, the liquid score of the fiberoptic endoscopic evaluation of swallowing was compared with the semisolid score. Interrater reliability yielded excellent agreement between both raters (kappa=0.835, P<0.001). In both groups, GUSS predicted aspiration risk well (area under the curve=0.77; 95% CI, 0.53 to 1.02 in the 20-patient sample; area under the curve=0.933; 95% CI, 0.833 to 1.033 in the 30-patient sample). The cutoff value of 14 points resulted in 100% sensitivity, 50% specificity, and a negative predictive value of 100% in the 20-patient sample and of 100%, 69%, and 100%, respectively, in the 30-patient sample. Content validity showed a significantly higher aspiration risk with liquids compared with semisolid textures (P=0.001), therefore confirming the subtest sequence of GUSS. The GUSS offers a quick and reliable method to identify stroke patients with dysphagia and aspiration risk. Such a graded assessment considers the pathophysiology of voluntary swallowing in a more differentiated fashion and provides less discomfort for those patients who can continue with their oral feeding routine for semisolid food while refraining from drinking fluids."
18312706,2008,An endoscopic grading system for vocal process granuloma.,The Journal of laryngology and otology,10.1017/S0022215108001722,"Farwell, D. G.",3,"Farwell, D. G.; Belafsky, P. C.; Rees, C. J.",T3 Inter-observer variability in endoscopy,T3 Inter-observer variability in endoscopy,Journal Article,include,,"A reliable grading system allows the clinician to classify disease severity, monitor progress and evaluate treatment efficacy. There is no currently accepted grading system for vocal process granuloma of the larynx. To evaluate the reliability of a new grading system for vocal process granuloma. All vocal process granuloma images from a digital laryngeal image library were abstracted. Granulomas were graded on a one to four system, as follows: grade one, sessile, non-ulcerative granuloma limited to vocal process; grade two, pedunculated or ulcerated granuloma limited to vocal process; grade three, granuloma extending past vocal process but not crossing midline of airway in fully abducted position; and grade four, granuloma extending past vocal process and past the midline of the airway in the fully abducted position. The granulomas were additionally graded A if unilateral and B if bilateral. Two laryngologists and two otolaryngology residents rated the granulomas on two separate occasions. Intra- and inter-observer reliability was evaluated with the kappa (kappa) test statistic. Thirty-five vocal process granulomas were identified. The percentage intra-observer agreement for the two laryngologists was 97 and 100 per cent (kappa = 0.94 and 1.00, respectively). The percentage inter-observer agreement between the two laryngologists was 91 per cent (kappa = 0.83). The percentage intra-observer agreement for the two residents was 89 and 91 per cent (kappa = 0.83 and 0.77, respectively). The percentage inter-observer agreement between the two residents was 83 per cent (kappa = 0.67). The proposed grading system for vocal process granuloma displayed excellent intra- and inter-observer reliability among residents and experienced laryngologists."
18354142,2008,Analysis of interobserver and intraobserver variability in the diagnosis and treatment of SLAP tears using the Snyder classification.,The American journal of sports medicine,10.1177/0363546508314795,"Gobezie, R.",6,"Gobezie, R.; Zurakowski, D.; Lavery, K.; Millett, P. J.; Cole, B. J.; Warner, J. J.",T3 Inter-observer variability in endoscopy,T3 Inter-observer variability in endoscopy,Journal Article,include,,"Superior labral anterior posterior lesions are a relatively rare entity, and classification as a basis for selection of treatment has remained a point of controversy. There will be substantial interobserver and intraobserver variability in the diagnosis and treatment of superior labral anterior posterior tears by experienced arthroscopic specialists. Cohort study (diagnosis), Level of evidence, 2. Compact discs containing 22 video vignettes of approximately 15 seconds duration were sent to the membership of the Arthroscopy Association of North America, American Shoulder and Elbow Society, and AOSSM. Each surgeon was asked to review the vignettes, classify the superior labral anterior posterior lesion type, and provide a treatment recommendation for each vignette. Seventy-three expert surgeons responded to the solicitation with a completed analysis. The same CD-ROM was re-sent to each of these 73 surgeons at a minimum of 12 months after the first viewing to obtain data on intraobserver reliability. Seventeen of the 73 surgeons returned this second CD-ROM with a complete analysis. Demographic data were also obtained from each surgeon. Multivariable logistic regression analysis was used to analyze the data, and 95% confidence intervals were established for each superior labral anterior posterior type (I-IV) with regard to diagnosis and treatment decision. The 22 vignettes analyzed by 73 surgeons resulted in 1606 responses. Several significant trends were noticed with regard to diagnosis and treatment from the responses: (1) surgeons had difficulty distinguishing type III lesions from type IV lesions, (2) the treatment of type III lesions is much more variable than that of any other subtype, and (3) surgeons had difficulty distinguishing normal shoulders from type II superior labral anterior posterior tears. No relationship was identified between correct treatment decisions based on diagnosis and any of the demographic factors analyzed. Our analysis of intraobserver variability showed only moderate agreement. The analysis of interobserver variability improved significantly when the diagnoses were analyzed based on treatment decision. There is substantial interobserver and intraobserver variability among experienced shoulder arthroscopic specialists with regard to diagnosis and treatment of superior labral anterior posterior tears. Intraobserver agreement using the Snyder classification indicated only moderate agreement. Analysis of interobserver agreement based on treatment decisions results in superior concordance among experienced surgeons for the diagnosis of superior labral anterior posterior lesions."
18645127,2008,Multicenter interrater and intrarater reliability in the endoscopic evaluation of velopharyngeal insufficiency.,Archives of otolaryngology--head & neck surgery,10.1001/archotol.134.7.757,"Sie, K. C.",18,"Sie, K. C.; Starr, J. R.; Bloom, D. C.; Cunningham, M.; de Serres, L. M.; Drake, A. F.; Elluru, R. G.; Haddad, J.; Hartnick, C.; Macarthur, C.; Milczuk, H. A.; Muntz, H. R.; Perkins, J. A.; Senders, C.; Smith, M. E.; Tollefson, T.; Willging, J. P.; Zdanski, C. J.",T3 Inter-observer variability in endoscopy,T3 Inter-observer variability in endoscopy,"Clinical Trial; Journal Article; Multicenter Study; Research Support, Non-U.S. Gov't",include,,"To explore interrater and intrarater reliability (R (inter) and R (intra), respectively) of a standardized scale applied to nasoendoscopic assessment of velopharyngeal (VP) function, across multiple centers. Multicenter blinded R (inter) and R (intra) study. Eight academic tertiary care centers. Sixteen otolaryngologists from 8 centers. Raters estimated lateral pharyngeal and palatal movement on nasoendoscopic tapes from 50 different patients. Raters were asked to (1) estimate gap size during phonation and (2) note the presence of the Passavant ridge, a midline palatal notch on the nasal surface of the soft palate, and aberrant pulsations. Primary outcome measures were R (inter) and R (intra) coefficients for estimated gap size, lateral wall, and palatal movement; kappa coefficients for the Passavant ridge, a midline palatal notch on the nasal soft palate, and aberrant pulsations were also calculated. The R (inter) coefficients were 0.63 for estimated gap size, 0.41 for lateral wall movement, and 0.43 for palate movement; corresponding R (intra) coefficients were 0.86, 0.79, and 0.83, respectively. Interrater kappa values for qualitative features were 0.10 for the Passavant ridge; 0.48 for a notch on the nasal surface of the soft palate, 0.56 for aberrant pulsations, and 0.39 for estimation of gap size. In these data, there was good R (intra) and fair R (inter) when using the Golding-Kushner scale for rating VP function based on nasoendoscopy. Estimates of VP gap size demonstrate higher reliability coefficients than total lateral wall, mean palate estimates, and categorical estimate of gap size. The reliability of rating qualitative characteristics (ie, the presence of the Passavant ridge, aberrant pulsations, and notch on the nasal surface of the soft palate) is variable."
18828075,2008,Mucosal morphology in Barrett's esophagus: interobserver agreement and role of narrow band imaging.,Endoscopy,10.1055/s-2008-1077596,"Curvers, W. L.",13,"Curvers, W. L.; Bohmer, C. J.; Mallant-Hent, R. C.; Naber, A. H.; Ponsioen, C. I.; Ragunath, K.; Singh, R.; Wallace, M. B.; Wolfsen, H. C.; Song, L. M.; Lindeboom, R.; Fockens, P.; Bergman, J. J.",T3 Inter-observer variability in endoscopy,T3 Inter-observer variability in endoscopy,Journal Article,include,,"We have recently proposed a classification of mucosal morphology in Barrett's esophagus based on three criteria: regularity of mucosal pattern, regularity of vascular pattern, and presence of abnormal blood vessels. We aimed to evaluate the interobserver agreement with the proposed mucosal morphology classification and to assess the additional value of narrow band imaging (NBI) over high resolution white light endoscopy (HR-WLE). Five international experts in the field of Barrett's imaging and seven community endoscopists with no expertise in this field independently evaluated magnified still images from 50 areas, obtained with HR-WLE and NBI, in Barrett's esophagus patients. Visual analogue scales (VAS) were used for scoring imaging quality. Interobserver agreement for mucosal morphology and yield for identifying early neoplasia were assessed. Imaging qualities of NBI were rated more highly than HR-WLE, when evaluated separately as well as in a side-by-side comparison. The interobserver agreement ranged from 0.40 to 0.56 and did not significantly differ between expert and non-expert endoscopists. The overall yield for correctly identifying images of early neoplasia was 81 % for HR-WLE, 72 % for NBI and 83 % for HR-WLE + NBI, with no significant difference between experts and non-experts. Interobserver agreement for the classification of mucosal morphology was moderate. Although NBI was rated more highly than HR-WLE for imaging quality, this did not result in improved interobserver agreement or increased yield for identifying early neoplasia in Barrett's esophagus. This applied to non-expert as well as expert endoscopists."
18832836,2008,Is conventional endoscopic identification of non-erosive reflux disease adequate?,Digestion,10.1159/000151251,"Falk, G. W.",1,"Falk, G. W.",T3 Inter-observer variability in endoscopy,T3 Inter-observer variability in endoscopy,Journal Article; Review,include,,"Non-erosive reflux disease is defined as the presence of troublesome reflux-associated symptoms in the absence of mucosal breaks at endoscopy. Given the fact that the majority of patients with reflux symptoms will have a normal endoscopy, efforts are underway to determine if new endoscopic techniques can identify changes heretofore invisible at the time of standard white light endoscopy. However, for any new endoscopic technology to be useful, the grading system it uses must be accurate, reproducible, easy to remember and easy to interpret. These requirements represent a high bar indeed for any new approach to non-erosive reflux disease. Current techniques under investigation include high-resolution endoscopy, magnification endoscopy, chromoendoscopy, narrow-band imaging and confocal endomicroscopy. All of these new technologies can identify minimal abnormalities heretofore not seen with traditional white light endoscopy. All of these new techniques allow for more detailed imaging of the esophagus in gastroesophageal reflux disease patients which makes this field ripe for re-examination. The most exciting findings to date are with narrow-band imaging and confocal endomicroscopy. However, studies to date are small and require validation in larger numbers of patients by larger number of endoscopists. Furthermore, it is essential that we do not repeat the mistakes of the past as poor interobserver agreement has already been shown for minimal change esophagitis, albeit with more primitive technology."
19136102,2009,The Boston bowel preparation scale: a valid and reliable instrument for colonoscopy-oriented research.,Gastrointestinal endoscopy,10.1016/j.gie.2008.05.057,"Lai, E. J.",5,"Lai, E. J.; Calderwood, A. H.; Doros, G.; Fix, O. K.; Jacobson, B. C.",T3 Inter-observer variability in endoscopy,T3 Inter-observer variability in endoscopy,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Validation Study",include,,"Few bowel-preparation rating scales have been validated. Most scales were intended for comparing oral purgatives and fail to account for washing and/or suctioning by the endoscopist. This limits their utility in studies of colonoscopy outcomes, such as polyp-detection rates. To develop a valid and reliable scale for use in colonoscopy outcomes research. Academic medical center. We developed the Boston bowel preparation scale (BBPS), a 10-point scale that assesses bowel preparation after all cleansing maneuvers are completed by the endoscopist. We assessed interobserver and intraobserver reliability by using video footage of colonoscopies viewed on 2 separate occasions by 22 clinicians. We then applied the BBPS prospectively during screening colonoscopies and compared BBPS scores with clinically meaningful outcomes, including polyp-detection rates and procedure times. The intraclass correlation coefficient (a measure of interobserver reliability) for BBPS scores was 0.74. The weighted kappa (a measure of intraobserver reliability) for scores was 0.77 (95% CI, 0.66-0.87). During 633 screening colonoscopies, the mean (SD) BBPS score was 6.0 +/- 1.6. Higher BBPS scores (> or =5 vs <5) were associated with a higher polyp-detection rate (40% vs 24%, P < .02). BBPS scores were inversely correlated with colonoscope insertion (r = -0.16, P < .003) and withdrawal (r = -0.23, P < .001) times. Single-center study. The BBPS is a valid and reliable measure of bowel preparation. It may be well suited to colonoscopy outcomes research because it reflects the colon's cleanliness during the inspection phase of the procedure."
19152897,2009,Diagnosing Barrett's esophagus: reliability of clinical and pathologic diagnoses.,Gastrointestinal endoscopy,10.1016/j.gie.2008.07.035,"Corley, D. A.",4,"Corley, D. A.; Kubo, A.; DeBoer, J.; Rumore, G. J.",T3 Inter-observer variability in endoscopy,T3 Inter-observer variability in endoscopy,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Validation Study",include,,"The accuracy of a Barrett's esophagus diagnosis is not well studied. Our purpose was to evaluate the accuracy of a clinical Barrett's esophagus diagnosis and the reproducibility of an esophageal intestinal metaplasia diagnosis. All patients with a Barrett's esophagus diagnosis between 1994 and 2005 were identified by use of International Classification of Disease (ICD) and Systematized Nomenclature of Medicine (SNOMED) coding. Subsets received manual record review (endoscopy/pathology reports), slide review by a referral pathologist (interrater reliability), and 2 blinded reviews by the same pathologist (intrarater reliability). An integrated health services delivery system. Accuracy of electronic clinical diagnosis and reproducibility of esophageal intestinal metaplasia diagnosis. A total of 2470 patients coded with Barrett's esophagus underwent record review; a subgroup (616) received manual pathology slide review. Review confirmed a Barrett's esophagus diagnosis for 1533 (61.9%) patients: 437 of 798 subjects (54.8%) with a SNOMED diagnosis alone, 153 of 671 subjects (26.8%) with an ICD diagnosis alone, and 940 of 1101 subjects (85%) who had both a SNOMED and an ICD diagnosis. The same metaplasia diagnosis occurred with 88.3% of subjects (original vs referral pathologist, interrater reliability; kappa = .42, 95% CI, 0.34-0.48). The referral pathologist made the same metaplasia diagnosis twice for a given patient for 88.6% of subjects (intrarater reliability, 2 reviews by same pathologist; kappa = 0.65, 95% CI, 0.35-0.93). The accuracy of a Barrett's esophagus diagnosis likely represents the minimum number, given the strict criteria. A community pathologist's diagnosis of esophageal intestinal metaplasia is likely to be confirmed by a referral pathologist. Electronic diagnoses of Barrett's esophagus overestimate the prevalence, although they are usually confirmed in patients with both a SNOMED and ICD diagnosis of Barrett's esophagus."
20143467,2010,A novel cleansing score system for capsule endoscopy.,World journal of gastroenterology,10.3748/wjg.v16.i7.875,"Park, S. C.",10,"Park, S. C.; Keum, B.; Hyun, J. J.; Seo, Y. S.; Kim, Y. S.; Jeen, Y. T.; Chun, H. J.; Um, S. H.; Kim, C. D.; Ryu, H. S.",T3 Inter-observer variability in endoscopy,T3 Inter-observer variability in endoscopy,"Journal Article; Research Support, Non-U.S. Gov't",include,,"To suggest a new cleansing score system for small bowel preparation and to evaluate its clinical efficacy. Twenty capsule endoscopy cases were reviewed and small bowel preparation was assessed with the new scoring system. For the assessment, two visual parameters were used: proportion of visualized mucosa and degree of obscuration. Representative frames from small bowel images were serially selected and scored at 5-min intervals. Intraclass correlation coefficient (ICC) was obtained to assess the reliability of the new scoring system. For efficacy evaluation and validation, scores of our new scoring system were compared with another previously reported cleansing grading system. Concordance with the previous system, inter-observer agreement, and intra-patient agreement were excellent with ICC values of 0.82, 0.80, and 0.76, respectively. The intra-observer agreements at four-week intervals were also excellent. The cut-off value of adequate image quality was found to be 2.25. Our new scoring system is simple, efficient, and can be considered to be applicable in clinical practice and research."
20148733,2010,Inter-observer agreement on the interpretation of capsule endoscopy findings based on capsule endoscopy structured terminology: a multicenter study by the Korean Gut Image Study Group.,Scandinavian journal of gastroenterology,10.3109/00365520903521574,"Jang, B. I.",18,"Jang, B. I.; Lee, S. H.; Moon, J. S.; Cheung, D. Y.; Lee, I. S.; Kim, J. O.; Cheon, J. H.; Park, C. H.; Byeon, J. S.; Park, Y. S.; Shim, K. N.; Kim, Y. S.; Kim, K. J.; Lee, K. J.; Ryu, J. K.; Chang, D. K.; Chun, H. J.; Choi, M. G.",T3 Inter-observer variability in endoscopy,T3 Inter-observer variability in endoscopy,Clinical Trial; Journal Article; Multicenter Study,include,,"Capsule endoscopy (CE) is a novel investigation for the diagnosis of small-bowel disease but its interpretation is highly subjective. We studied the inter-observer agreement and accuracy of the interpretation of CE findings based on capsule endoscopy structured terminology (CEST). Fifty-six CE video clips were collected from eight university hospitals in South Korea and were independently reviewed by 13 gastroenterology experts and 10 trainees. All investigators recorded their findings based on CEST. To determine the accuracy of individual viewers, we defined the 'gold standard' as a joint review by four experts. The 56 CE video clips included five normal cases, 19 cases of protruding lesions, 21 cases of depressed lesions, three cases of flat lesions, one case of abnormal mucosa, six cases with blood in the lumen, and one case of stenotic lumen. The overall mean accuracies for the experts and trainees were 74.3% +/- 22.6% and 61.7% +/- 25.4%, respectively. The overall accuracy for the trainee group was significantly lower than that for the expert group (P < 0.001), especially in normal, tumor, venous structure, and ulcer cases. The accuracies of the two groups varied with the CE findings. The accuracies were higher in cases with more prominent intraluminal changes (e.g. active small-bowel bleeding, ulcer, tumor, stenotic lumen). In contrast, subtle mucosal lesions, such as erosion, angioectasia, and diverticulum, had lower accuracies. The mean kappa values for the experts and trainees were 0.61 (range 0.39-0.97) and 0.46 (range 0.17-0.66), respectively. Our results showed that there was substantial agreement between experts and moderate agreement between trainees. In order to achieve higher accuracies and better inter-observer agreement, we need not only more experience with CE but also consensus regarding CEST terminology."
20354938,2010,Interobserver agreement and accuracy among international experts with probe-based confocal laser endomicroscopy in predicting colorectal neoplasia.,Endoscopy,10.1055/s-0029-1243951,"Gómez, V.",10,"Gómez, V.; Buchner, A. M.; Dekker, E.; van den Broek, F. J.; Meining, A.; Shahid, M. W.; Ghabril, M. S.; Fockens, P.; Heckman, M. G.; Wallace, M. B.",T3 Inter-observer variability in endoscopy,T3 Inter-observer variability in endoscopy,Journal Article,include,,"A recently developed probe-based, confocal laser endomicroscopy (pCLE) system provides images of surface colonic epithelium in vivo during any endoscopy. Our objective was to assess interobserver agreement, sensitivity, specificity, and overall accuracy in the diagnosis of neoplasia using pCLE. 53 patients undergoing surveillance and screening colonoscopies were enrolled. A total of 75 lesions, were detected and all were inspected by pCLE prior to sampling or polypectomy. Intravenous fluorescein was used to optimize tissue contrast. Three pCLE users, blinded to histopathologic and endoscopic findings, reviewed the set of video sequences for crypt architecture, vessel architecture, and colorectal neoplasia diagnosis. Histopathologic diagnosis from the corresponding biopsies was the reference gold standard. Of the 75 colorectal lesions, 50 were neoplastic and 25 non-neoplastic. Interobserver agreement was moderate to good for the classification of neoplasia (kappa 0.55, 78 % pairwise agreement), and moderate for vessel architecture (kappa 0.41, 67 % pairwise agreement) and crypt architecture (kappa 0.49, 69 % pairwise agreement). In distinguishing between neoplastic and non-neoplastic lesions, sensitivity, specificity, and accuracy were 76 %, 72 % and 75 %, respectively. When videos of good or excellent quality only were considered, interobserver agreement for classification of neoplasia was higher (kappa 0.83, 92 % pairwise agreement), as were sensitivity (88 %), specificity (89 %), and accuracy (88 %). An international collaboration group had moderate to good interobserver agreement using a pCLE system to predict neoplasia, which is acceptable for this study."
